en	hi	sat	src	kind	pos	flags	variants
athlete		ᱠᱷᱮᱞᱳᱟᱲ	GATITOS	word			
Atsam		ᱟᱴᱥᱟᱢ	Hembram/Glossary	word			
attach		ᱥᱟᱳᱛᱮ	GATITOS	word			
attached		ᱡᱲᱟᱳ	GATITOS	word			
attachment		ᱥᱟᱯᱲᱟᱣ	GATITOS	word			
attack		ᱦᱟᱢᱞᱟ	GATITOS	word			
attempt		ᱪᱮᱥᱴᱟ	GATITOS	word			
attend		ᱥᱮᱞᱮᱫ	GATITOS	word			
attendance		ᱥᱮᱞᱮᱫ	GATITOS	word			
attention		ᱟᱛᱮᱱ	GATITOS	word			
attitude		ᱜᱚᱨᱚᱵ	GATITOS	word			
attract		ᱦᱟᱛᱟᱣ ᱢᱮ	GATITOS	word			
attraction		ᱠᱩᱥᱤ	GATITOS	word			
attractive		ᱧᱩᱛᱩᱢᱟᱱ	GATITOS	word			
attribute		ᱮᱛᱨᱳᱵᱤᱩᱴ	GATITOS	word			
audience		ᱧᱮᱞᱡᱝᱠᱟᱱ ᱠᱚ	GATITOS	word			
August	अगस्त	ᱟᱜᱚᱥᱴ	Hembram/Category	word	calendar		ᱚᱜᱟᱥᱴ ᱪᱟᱹᱫᱳ|GATITOS
Aunt	चाची	ᱠᱟᱹᱠᱤ	Hembram/Category	word	family	repaired:1	ᱦᱟᱛᱚᱢ|GATITOS
aunty		ᱠᱟᱠᱤᱹ	GATITOS	word			
Australian English		ᱚᱥᱴᱨᱮᱞᱤᱭᱟᱱ ᱟᱝᱜᱽᱨᱮᱡᱤ	Hembram/Glossary	word			
Austrian German		ᱚᱥᱴᱨᱤᱭᱟ ᱡᱟᱨᱢᱟᱱ	Hembram/Glossary	word			
authentic		ᱚᱛᱷᱮᱱᱴᱤᱠ	GATITOS	word			
author		ᱞᱮᱠᱷᱠ	GATITOS	word			
authority		ᱠᱚᱨᱛᱤᱯᱠᱷᱚ	GATITOS	word			
autumn		ᱱᱤᱨᱚᱱ	GATITOS	word			
available		ᱢᱮᱱᱟᱜ-ᱟ	GATITOS	word		hyphen:1	
Avaric		ᱟᱣᱟᱨᱤᱠ	Hembram/Glossary	word			
average		ᱜᱷᱩᱸᱴ	GATITOS	word			
Avestan		ᱟᱣᱮᱥᱴᱟᱱ	Hembram/Glossary	word			ᱟᱹᱣᱮᱥᱴᱟᱱ|Hembram/Glossary
avoid		ᱵᱟᱜᱤ	GATITOS	word			
Awadhi		ᱟᱹᱣᱫᱷᱤ	Hembram/Glossary	word			
awake		ᱵᱮᱨᱮᱡ	GATITOS	word			
award		ᱮᱚᱭᱟᱨᱰ	GATITOS	word			
aware		ᱵᱟᱰᱟᱭ	GATITOS	word			
awareness		ᱡᱟᱜᱟᱣᱟᱨ	GATITOS	word			
away		ᱥᱟᱺᱜᱤᱧ	GATITOS	word			
awesome		ᱟᱰᱤ ᱱᱟᱯᱟᱭ	GATITOS	word			
awful		ᱵᱚᱛᱚᱨᱟᱱ	GATITOS	word			ᱵᱚᱛᱚᱨ|GATITOS
awkward		ᱦᱟᱦᱟᱲᱟ ᱜᱮ	GATITOS	word			
Aymara		ᱟᱭᱢᱟᱨᱟ	Hembram/Glossary	word			ᱟᱥᱢᱟᱨᱟ|GATITOS
Azerbaijani		ᱟᱹᱡᱟᱹᱨᱵᱮᱭᱡᱟᱱᱤ	Hembram/Glossary	word			
Azeri		ᱟᱹᱡᱮᱨᱤ	Hembram/Glossary	word			
baby		ᱜᱤᱫᱨᱚ	GATITOS	word			
bachelor		ᱰᱟᱹᱝᱜᱩᱣᱟᱹ	GATITOS	word		repaired:2	
Back	पीठ	ᱫᱮᱭᱟ	Hembram/Category	word	body		ᱨᱩᱣᱮᱲ|GATITOS;ᱛᱟᱭᱚᱢ|GATITOS
Back of head	सिर का पिछला भाग	ᱛᱚᱛᱠᱟ	Hembram/Category	word	body		
background		ᱫᱟᱝᱟᱨᱮ	GATITOS	word			
bad		ᱵᱟᱲᱤᱜ	GATITOS	word			
Badaga		ᱵᱟᱰᱮᱜᱟ	Hembram/Glossary	word			
Bafia		ᱵᱟᱯᱷᱤᱭᱟ	Hembram/Glossary	word			
Bafut		ᱵᱟᱯᱷᱩᱛ	Hembram/Glossary	word			
bag		ᱡᱷᱚᱞᱟ	GATITOS	word			
bait		ᱴᱚᱯ	GATITOS	word			
bake		ᱤᱥᱤᱱ	GATITOS	word			
bakery		ᱥᱤᱵᱤᱞ ᱤᱥᱤᱱ ᱚᱲᱟᱹ	GATITOS	word		longer-than-source	
Bakhtiari		ᱵᱟᱠᱷᱛᱤᱭᱟᱨᱤ	Hembram/Glossary	word			
baking soda		ᱵᱮᱠᱤᱝ ᱥᱳᱰᱟ	GATITOS	word			
balance		ᱵᱮᱞᱮᱱᱥ	GATITOS	word			ᱵᱮᱞᱮᱱᱥᱫᱟᱭ|GATITOS
Balinese		ᱵᱟᱞᱤᱱᱤᱡᱽ	Hembram/Glossary	word			
ball		ᱵᱚᱞ	GATITOS	word			
Baluchi		ᱵᱟᱹᱞᱩᱪᱤ	Hembram/Glossary	word			
Bambara		ᱵᱟᱢᱵᱟᱨᱟ	Hembram/Glossary	word			
Bamum		ᱵᱟᱢᱩᱱ	Hembram/Glossary	word			
Bamun		ᱵᱟᱢᱩᱱ	Hembram/Glossary	word			
Banana	केला	ᱠᱟᱭᱨᱟ	Hembram/Category	word	food		
band		ᱩᱭᱜᱫᱤᱡ	GATITOS	word			
bang		ᱵᱮᱹᱧ	GATITOS	word			
Bangla		ᱵᱟᱝᱜᱞᱟ	Hembram/Glossary	word			ᱵᱟᱹᱝᱜᱞᱟ|Hembram/Glossary
Banjar		ᱵᱟᱱᱯᱩᱨ	Hembram/Glossary	word			
bank		ᱛᱟᱠᱟ ᱢᱩᱨᱟᱹᱭ	GATITOS	word			
bar		ᱵᱟᱨ	GATITOS	word			
barely		ᱡᱟᱦᱟᱱᱞᱮᱠᱟ ᱛᱮ	GATITOS	word			
bargain		ᱫᱨᱫᱟᱢ	GATITOS	word			
bark		ᱵᱷᱳᱹ	GATITOS	word			ᱵᱷᱳᱹᱮᱫᱟᱭ|GATITOS
barley		ᱵᱟᱨᱞᱮ	GATITOS	word			
barrier		ᱵᱟᱨᱤᱭᱟᱨ	GATITOS	word			
Basaa		ᱵᱟᱥᱟ	Hembram/Glossary	word			
base		ᱵᱮᱥᱹ	GATITOS	word			
based		ᱛᱟᱦᱮ	GATITOS	word			
basement		ᱞᱟᱛᱟᱨ ᱚᱲᱟᱹ	GATITOS	word			
Basen Murmu is no more.		ᱵᱟᱥᱮᱱ ᱢᱩᱨᱢᱩ ᱫᱚ ᱵᱟᱹᱱᱩᱜ ᱮᱭᱟ᱾	Hembram/Sentences	sentence			
Bashkir		ᱵᱟᱥᱠᱤᱨ	Hembram/Glossary	word			
basic		ᱵᱮᱥᱤᱠ	GATITOS	word			
basically		ᱥᱟᱛᱷᱟᱨᱱ	GATITOS	word			
basil		ᱵᱮᱥᱤᱞ	GATITOS	word			
Basque		ᱵᱟᱤᱠ	Hembram/Glossary	word			
Bassa Vah		ᱵᱟᱥᱟ ᱣᱟᱦ	Hembram/Glossary	word			
bastard		ᱡᱟᱨᱚᱡ	GATITOS	word			
Batak		ᱵᱟᱹᱛᱟᱹᱠ	Hembram/Glossary	word			
Batak Toba		ᱵᱟᱴᱟᱠ ᱛᱚᱵᱟ	Hembram/Glossary	word			
batch		ᱵᱮᱪ	GATITOS	word			
bath		ᱛᱳᱯᱱ	GATITOS	word			
bathroom		ᱛᱚᱯᱚᱱ ᱚᱲᱟᱦ	GATITOS	word			
battery		ᱵᱮᱴᱨᱤ	GATITOS	word			
battle		ᱞᱚᱲᱤ	GATITOS	word			
Bavarian		ᱵᱟᱣᱟᱨᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
bay		ᱵᱮ	GATITOS	word			
be		ᱦᱩᱭᱩᱜ	GATITOS	word			
be careful		ᱠᱷᱮᱭᱟᱞ	GATITOS	word			
beach		ᱫᱷᱟᱨᱮ ᱵᱮᱰᱟ	GATITOS	word			
beam		ᱟᱞᱚ	GATITOS	word			
beans		ᱜᱷᱟᱝᱨᱟ	GATITOS	word			
Bear	भालू	ᱵᱟᱱᱟ	Hembram/Category	word	animal		
beard		ᱫᱹᱦᱟ	GATITOS	word			
bearing		ᱵᱤᱭᱟᱨᱤᱝ	GATITOS	word			
beast		ᱨᱟᱠᱷᱚᱥ	GATITOS	word			
beat		ᱫᱟᱞ	GATITOS	word			
beautiful		ᱪᱚᱨᱚᱠ	GATITOS	word			
beauty		ᱪᱮᱦᱮᱨᱟ	GATITOS	word			ᱪᱨᱚᱠ|GATITOS
became		ᱦᱩᱭᱩᱜᱼᱟ	GATITOS	word			
because		ᱠᱟᱨᱚᱱ	GATITOS	word			
become		ᱦᱩᱭᱩᱜᱼᱟ	GATITOS	word			
bed		ᱟᱴᱮᱜ	GATITOS	word			
bedroom		ᱡᱟᱯᱤᱹ ᱚᱲᱟᱹ	GATITOS	word			
bee		ᱧᱮᱞᱮ	GATITOS	word			
Beef		ᱰᱟᱜᱽᱨᱤ ᱡᱤᱞ	Hembram/Category	word	food		ᱫᱟᱝᱨᱤ ᱜᱤᱞ|GATITOS
been		ᱦᱩᱭ ᱟᱠᱟᱱᱟ	GATITOS	word			ᱦᱚᱭᱱᱟ|GATITOS
beer		ᱯᱳᱨᱟ	GATITOS	word			
before		ᱞᱟᱦᱟ	GATITOS	word			
began		ᱮᱦᱵ	GATITOS	word			
begin		ᱮᱦᱚᱵ	GATITOS	word			
beginning		ᱮᱦᱚᱵᱹᱨᱮ	GATITOS	word			
behalf		ᱯᱟᱦᱟᱴᱟᱹ	GATITOS	word			
behave		ᱟᱹᱱᱟᱹᱨᱤ	GATITOS	word			
behavior		ᱵᱷᱮᱵᱷᱟᱨ	GATITOS	word			
behaviour		ᱵᱮᱵᱦᱟᱨ	GATITOS	word			
behind		ᱛᱟᱭᱚᱢ ᱨᱮ	GATITOS	word			
being		ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ	GATITOS	word			
Beja		ᱵᱮᱡᱟ	Hembram/Glossary	word			
Belarusian		ᱵᱮᱞᱟᱨᱩᱥᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
belief		ᱯᱛᱤᱭᱟᱣ	GATITOS	word			
believe		ᱯᱟᱹᱛᱭᱟᱹᱣ	GATITOS	word		repaired:2	
belly		ᱞᱟᱭ	GATITOS	word			
belong		ᱥᱟᱹᱜᱟᱭᱟᱜ	GATITOS	word			
beloved		ᱫᱩᱞᱟᱲ ᱨᱤᱱᱤᱡ	GATITOS	word			
below		ᱞᱟᱛᱟᱨ	GATITOS	word			
belt		ᱵᱮᱞᱴ	GATITOS	word			
Bemba		ᱵᱮᱢᱵᱟ	Hembram/Glossary	word			
Bena		ᱵᱮᱱᱟ	Hembram/Glossary	word			
bench		ᱫᱩᱨᱩᱵᱟᱹ	GATITOS	word			
bend		ᱚᱜᱳᱹᱫ	GATITOS	word			
beneath		ᱞᱟᱛᱟᱨ	GATITOS	word			
benefit		ᱞᱟᱵᱷ	GATITOS	word			
benefits		ᱡᱱᱤᱡᱱ	GATITOS	word			
beside		ᱛᱷᱟᱨᱮ ᱨᱮ	GATITOS	word			
besides		ᱚᱱᱟ ᱪᱷᱟᱰᱟ ᱠᱟᱛᱮ	GATITOS	word		longer-than-source	
best		ᱥᱚᱨᱮᱥ	GATITOS	word			
best of luck		ᱡᱚᱛᱚ ᱠᱷᱚᱱ ᱱᱟᱯᱟᱭ	GATITOS	word			
best regards		ᱟᱰᱤ ᱟᱰᱤ ᱥᱟᱨᱦᱟᱳ	GATITOS	word			
Betawi		ᱵᱮᱴᱣᱟ	Hembram/Glossary	word			
better		ᱵᱩᱜᱤ	GATITOS	word			
between		ᱛᱟᱞᱟᱨᱮ	GATITOS	word			
beverage		ᱥᱚᱨᱵᱛ	GATITOS	word			
beyond		ᱚᱱᱟ ᱪᱷᱟᱲᱟ	GATITOS	word			ᱚᱱᱟ ᱵᱟᱜᱤᱠᱮᱛᱮᱜ|GATITOS
Bhaiksuki		ᱵᱷᱟᱭᱠᱥᱩᱠᱤ	Hembram/Glossary	word			
Bhojpuri		ᱵᱷᱚᱡᱽᱯᱩᱨᱤ	Hembram/Glossary	word			ᱵᱳᱡᱯᱩᱨᱤ|GATITOS
bias		ᱠᱩᱥᱤᱭᱟᱱ	GATITOS	word			
biased		ᱩᱱᱤᱥᱮᱸᱛᱮ	GATITOS	word			
bicycle		ᱥᱟᱭᱠᱮᱞ	GATITOS	word			
bid		ᱫᱚᱨ	GATITOS	word			
big	बड़ा	ᱢᱟᱨᱟᱝ	GATITOS	word			
bike		ᱜᱟᱹᱰᱤ	GATITOS	word			
Bikol		ᱵᱤᱠᱚᱞ	Hembram/Glossary	word			
bill		ᱵᱤᱞ	GATITOS	word			
bind		ᱛᱚᱯᱞ	GATITOS	word			
Bini		ᱵᱤᱱᱤ	Hembram/Glossary	word			
bird		ᱪᱮᱹᱰᱮ	GATITOS	word			
Bird was sitting on the rock.ᱟᱵᱚ ᱫᱚ ᱦᱮᱞᱢᱮᱴ		ᱫᱷᱤᱨᱤ ᱪᱮᱛᱟᱱ ᱨᱮ ᱪᱮᱬᱮ ᱫᱩᱲᱩᱵ ᱞᱮᱱᱟᱭ ᱾	Hembram/Sentences	sentence			
birthday		ᱡᱟᱱᱟᱢ-ᱢᱟᱦᱟ	GATITOS	word		hyphen:1	
Biscuit	बिस्कुट	ᱵᱤᱥᱠᱩᱴ	Hembram/Category	word	food		
Bishnupriya		ᱵᱤᱥᱱᱩᱯᱨᱤᱭᱟ	Hembram/Glossary	word			
Bislama		ᱵᱤᱥᱞᱟᱢᱟ	Hembram/Glossary	word			
bit		ᱱᱟᱥᱮ	GATITOS	word			
Bitch		ᱮᱸᱜᱟ ᱥᱮᱛᱟ	Hembram/Category	word	animal		
bite		ᱜᱮᱨ	GATITOS	word			
bitter		ᱦᱟᱲᱦᱟᱫ	GATITOS	word			
Bitter gourd	करेला	ᱠᱟᱨᱞᱟ	Hembram/Category	word	vegetable		
Black	काला	ᱦᱮᱸᱫᱮ	Hembram/Category	word	colour		ᱦᱮᱹᱫᱮ|GATITOS
blade		ᱵᱮᱞᱮᱰ	GATITOS	word			
blame		ᱫᱳᱥ	GATITOS	word			
blank		ᱯᱷᱟᱠᱟ	GATITOS	word			
blanket		ᱠᱚᱢᱵᱟᱞ	GATITOS	word			
blast		ᱚᱛᱮᱡ	GATITOS	word			
bleach		ᱵᱤᱞᱤᱪ	GATITOS	word			
blend		ᱢᱮᱹᱥᱟ	GATITOS	word			
bless		ᱵᱷᱟᱜᱚᱹ	GATITOS	word			
blessed		ᱵᱮᱞᱮᱥᱰ	GATITOS	word			
Blin		ᱵᱤᱞᱱ	Hembram/Glossary	word			
blind		ᱠᱟᱹᱲᱟ	GATITOS	word			
bliss		ᱵᱦᱟᱜᱳ	GATITOS	word			
Blissymbols		ᱥᱞᱤᱥᱭᱢᱵᱚᱞᱥ	Hembram/Glossary	word			ᱵᱞᱤᱥᱤᱢᱵᱚᱞᱥ|Hembram/Glossary
block		ᱵᱱᱹᱛᱷ	GATITOS	word			
Blood	ख़ून	ᱢᱟᱭᱟᱢ	Hembram/Category	word	body		
bloom		ᱯᱷᱩᱴᱟᱳ	GATITOS	word			
blow		ᱚᱝ	GATITOS	word			
Blue	नीला	ᱞᱤᱞ	Hembram/Category	word	colour		
blunt		ᱵᱟᱞᱟᱱᱴ	GATITOS	word			
Boar	जंगली सूअर	ᱵᱤᱨ ᱥᱩᱠᱨᱤ	Hembram/Category	word	animal		
board	बोर्ड	ᱵᱳᱨᱰ	GATITOS	word			
boat		ᱱᱳᱹᱠᱟ	GATITOS	word			
Bodo		ᱵᱚᱰᱚ	Hembram/Glossary	word			
body		ᱦᱚᱢᱚ	GATITOS	word			
boil		ᱛᱮᱠᱚ	GATITOS	word			
bold		ᱵᱷᱤᱰᱤ	GATITOS	word			
bond		ᱛᱚᱯᱳᱞ	GATITOS	word			
Bone	हड्डी	ᱡᱟᱝ	Hembram/Category	word	body		
Book	किताब	ᱯᱚᱛᱚᱵ	Hembram/Glossary	word			
Book Pahlavi		ᱵᱩᱠ ᱯᱟᱦᱞᱟᱹᱣᱤ	Hembram/Glossary	word			
boost		ᱵᱩᱥᱴ	GATITOS	word			
booster		ᱵᱩᱥᱴᱚᱨ	GATITOS	word			
boot		ᱡᱩᱛᱳ	GATITOS	word			
boots		ᱡᱩᱹᱛᱟ	GATITOS	word			
Bopomofo		ᱵᱚᱯᱚᱢᱚᱯᱷᱚ	Hembram/Glossary	word			
border		ᱥᱤᱢᱟᱹ	GATITOS	word			
bore		ᱵᱮᱡᱟᱨ	GATITOS	word			
bored		ᱟᱲᱤᱥ	GATITOS	word			
boring		ᱟᱲᱤᱥ	GATITOS	word			
born		ᱡᱟᱱᱟᱢ	GATITOS	word			
borrow		ᱯᱟᱧᱪᱟ	GATITOS	word			
Bosnian		ᱵᱚᱥᱱᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
boss		ᱜᱢᱠᱮ	GATITOS	word			
both		ᱵᱟᱱᱟᱨ	GATITOS	word			
bother		ᱵᱚᱭᱦᱟ	GATITOS	word			
bottle		ᱵᱚᱛᱞ	GATITOS	word			
Bottle gourd	लौकी	ᱦᱚᱛᱚᱫ	Hembram/Category	word	vegetable		
bottom		ᱞᱟᱛᱟᱨ	GATITOS	word			
bought		ᱠᱤᱨᱤᱧ	GATITOS	word			
bounce		ᱫᱚᱱ	GATITOS	word			
bound		ᱛᱚᱞ	GATITOS	word			
boundaries		ᱥᱤᱢᱟᱹ	GATITOS	word			
bow		ᱚᱝᱜᱳᱛ	GATITOS	word			
bowl		ᱵᱟᱴᱤ	GATITOS	word			
box		ᱵᱟᱠᱥᱚ	GATITOS	word			
boy		ᱠᱚᱲᱟ ᱜᱤᱫᱽᱲᱟᱹ	GATITOS	word			
boyfriend		ᱫᱩᱞᱚᱨᱤᱭᱟ	GATITOS	word			
bracelet		ᱛᱤᱨᱮ ᱦᱨᱚᱜᱹ	GATITOS	word			
Brahmi		ᱵᱽᱨᱟᱦᱢᱦᱤ	Hembram/Glossary	word			
Brahui		ᱵᱽᱨᱟᱦᱩᱱᱤ	Hembram/Glossary	word			
Braille		ᱵᱽᱨᱮᱞᱤ	Hembram/Glossary	word			
Brain	दिमाग़	ᱦᱟᱛᱟᱲ	Hembram/Category	word	body	synonyms:2	ᱵᱷᱮᱡᱟ|Hembram/Category;ᱵᱷᱮᱡᱟ|Hembram/OpenDict;ᱵᱷᱮᱡᱟ|Hembram/Glossary;ᱵᱦᱹ|GATITOS
Braj		ᱵᱽᱨᱟᱹᱡᱽ	Hembram/Glossary	word			
branch		ᱥᱟᱠᱷᱟ	GATITOS	word			
brand		ᱥᱟᱳᱨᱮᱱ ᱠᱚ	GATITOS	word			
brave		ᱥᱟᱦᱚᱥ	GATITOS	word			
Brazilian Portuguese		ᱵᱨᱟᱡᱤᱞᱤᱭᱟᱱ ᱯᱩᱨᱛᱜᱟᱞᱤ	Hembram/Glossary	word			
breach		ᱵᱤᱨᱤᱪ	GATITOS	word			
Bread	रोटी	ᱧᱤᱸᱫᱟ ᱫᱟᱠᱟ	Hembram/Category	word	food		ᱯᱤᱴᱷᱟ|GATITOS
break		ᱨᱟᱹᱯᱩᱫ	GATITOS	word			
breakfast		ᱵᱟᱥᱠᱤᱭᱟᱜ	GATITOS	word			
breast		ᱠᱲᱟᱢ	GATITOS	word			
breath		ᱱᱤᱹᱥᱟᱥ	GATITOS	word			
breathe		ᱥᱟᱦᱮᱥ	GATITOS	word			
breed		ᱵᱨᱤᱰ	GATITOS	word			
Breton		ᱵᱽᱨᱮᱴᱚᱱ	Hembram/Glossary	word			
brick		ᱮᱴᱸᱚᱹ	GATITOS	word			
bride		ᱱᱟᱚᱭᱟ ᱵᱟᱦᱩ	GATITOS	word			
bridge		ᱥᱮᱛᱩ	GATITOS	word			
brief		ᱠᱩᱴᱷᱤ	GATITOS	word			
bright		ᱢᱟᱨᱥᱟᱞ	GATITOS	word			
brilliant		ᱟᱫᱤ ᱵᱮᱥ	GATITOS	word			
bring		ᱟᱜᱩ	GATITOS	word			
Brinjal	बैंगनी	ᱵᱮᱱᱜᱩᱱᱤ	Hembram/Category	word	colour		ᱰᱮᱸᱜᱟᱲ|Hembram/Category;ᱰᱮᱸᱜᱟᱲ|Hembram/OpenDict;ᱰᱮᱸᱜᱟᱲ|Hembram/Glossary
British English		ᱵᱨᱤᱴᱤᱥ ᱟᱝᱜᱽᱨᱮᱡᱤ	Hembram/Glossary	word			
bro		ᱵᱷᱟᱭ	GATITOS	word			
broad		ᱚᱥᱟᱨ	GATITOS	word			
broadcast		ᱯᱨᱥᱟᱨ	GATITOS	word			
broke		ᱨᱟᱯᱩᱫ	GATITOS	word			
broken		ᱨᱟᱯᱩᱫ	GATITOS	word			
broom		ᱡᱚᱹᱱᱚ	GATITOS	word			
Brother	भाई	ᱵᱚᱭᱦᱟ	Hembram/Category	word	family		
brother in law		ᱛᱮᱧᱟᱝ	GATITOS	word			ᱮᱨᱤᱞᱠᱚᱲᱟ|GATITOS;ᱵᱟ-ᱦᱚᱧᱟᱨ|GATITOS
brought		ᱠᱤᱨᱤᱱᱧ	GATITOS	word			
Brown	भूरा	ᱢᱟᱴᱤᱭᱟᱲ	Hembram/Category	word	colour		ᱠᱷᱭᱮᱨ|GATITOS
brush		ᱵᱮᱨᱟᱥ	GATITOS	word			
bucket		ᱵᱟᱞᱛᱤ	GATITOS	word			
buddy		ᱜᱟᱛᱮ ᱠ	GATITOS	word			
budget		ᱵᱟᱡᱚᱴ	GATITOS	word			
Buffalo	भैंस	ᱠᱟᱲᱟ	Hembram/Category	word	animal		
bug		ᱛᱮᱡ	GATITOS	word			
Buginese		ᱵᱩᱜᱤᱱᱤᱡᱽ	Hembram/Glossary	word			
Buhid		ᱵᱩᱦᱤᱫ	Hembram/Glossary	word			
build		ᱵᱮᱱᱟᱳ	GATITOS	word			
building		ᱢᱟᱨᱟᱝ ᱢᱟᱥᱟᱞᱟ ᱚᱞᱫᱨᱤᱱᱠ	GATITOS	word		longer-than-source	
built		ᱵᱮᱱᱟᱣ	GATITOS	word			
Bulgarian		ᱵᱩᱞᱜᱮᱨᱤ	Hembram/Glossary	word			
bulk		ᱵᱟᱹᱲᱛᱤ	GATITOS	word			
Bull	बैल	ᱥᱚᱲᱚ	Hembram/Category	word	animal		ᱫᱟᱱᱜᱨᱤ|GATITOS
bully		ᱵᱷᱩᱞᱤ	GATITOS	word			
Bulu		ᱵᱩᱞᱩ	Hembram/Glossary	word			
bump		ᱪᱰᱹᱳ	GATITOS	word			
bunch		ᱢᱤᱫ ᱜᱟᱱᱰᱟ	GATITOS	word			
bundle		ᱵᱟᱱᱰᱞ	GATITOS	word			
burden		ᱵᱚᱡᱷᱟ	GATITOS	word			
Buriat		ᱵᱩᱨᱤᱭᱟᱹᱛ	Hembram/Glossary	word			
buried		ᱚᱯᱟ	GATITOS	word			
Burmese		ᱵᱩᱨᱢᱤᱡᱽ	Hembram/Glossary	word			
burn		ᱡᱳᱞᱟᱠᱟᱱ	GATITOS	word			
burst		ᱚᱛᱮᱡ	GATITOS	word			
bury		ᱛᱯᱟ	GATITOS	word			
bus		ᱵᱟᱥ ᱜᱟᱰᱤ	GATITOS	word			
bush		ᱜᱟᱡᱟᱲ	GATITOS	word			
business		ᱵᱟᱹᱱᱤᱡᱽ	GATITOS	word			ᱵᱮᱯᱟᱨ|GATITOS
bust		ᱠᱩᱲᱟᱢ	GATITOS	word			
busy		ᱵᱮᱥᱛᱚ	GATITOS	word			
but		ᱢᱮᱱᱠᱷᱟᱱ	GATITOS	word			
butter		ᱜᱚᱛᱚᱢ	GATITOS	word			
butterfly		ᱯᱤᱯᱤᱲᱤᱡᱟᱝ	GATITOS	word			
Buttock	नितंब	ᱰᱮᱠᱮ	Hembram/Category	word	body		
button		ᱵᱚᱛᱟᱢ	GATITOS	word			
buy		ᱠᱤᱨᱤᱧ	GATITOS	word			
by		ᱫᱟᱨᱟᱭ ᱛᱮ	GATITOS	word			
By me		ᱤᱧ ᱦᱚᱛᱮᱛᱮ	Hembram/Glossary	word			
by the way		ᱡᱟᱦᱟᱱᱟᱜ ᱜᱮ ᱦᱩᱭᱩᱜ-ᱟ	GATITOS	word		hyphen:1	
By us		ᱟᱞᱟᱝ ᱦᱚᱛᱮᱛᱮ	Hembram/Glossary	word			
bye		ᱵᱤᱫᱟᱭ	GATITOS	word			
Cabbage	पत्तागोभी	ᱯᱚᱴᱚᱢ ᱠᱩᱵᱤ	Hembram/Category	word	vegetable		ᱛᱚᱞ ᱠᱯᱤ|GATITOS
cabinet		ᱛᱟᱠ	GATITOS	word			
Caddo		ᱠᱟᱰᱚ	Hembram/Glossary	word			
cage		ᱠᱷᱟᱪᱟ	GATITOS	word			
Cajun French		ᱠᱟᱡᱩᱱ ᱯᱷᱨᱮᱧᱪ	Hembram/Glossary	word			
cake		ᱠᱮᱹᱠ	GATITOS	word			
Calf	बछड़ा	ᱫᱟᱢᱠᱚᱢ	Hembram/Category	word	animal		ᱢᱤᱦᱩ|GATITOS
call		ᱦᱚᱦᱚ	GATITOS	word			ᱠᱚᱞ|GATITOS
call me		ᱯᱳᱸᱱ ᱤᱧ ᱢᱮ	GATITOS	word			
called		ᱢᱮᱛᱟᱜ ᱠᱚ	GATITOS	word			
calm		ᱛᱷᱤᱨ	GATITOS	word			
came		ᱦᱮᱡ	Hembram/Glossary	word			ᱦᱤᱡᱩᱦ|GATITOS
Camel	ऊँट	ᱩᱸᱴ	Hembram/Category	word	animal		
campaign		ᱱᱵᱫᱜᱛ	GATITOS	word			
can		ᱫᱟᱲᱤ	GATITOS	word			ᱫᱟᱲᱤᱭᱟᱜ-ᱟ|GATITOS
can't		ᱵᱟᱹᱝ	GATITOS	word			
Canadian English		ᱠᱟᱱᱟᱰᱤᱭᱟᱱ ᱟᱝᱜᱽᱨᱮᱡᱤ	Hembram/Glossary	word			
Canadian French		ᱠᱟᱱᱟᱰᱤᱭᱟᱱ ᱯᱷᱨᱮᱧᱪ	Hembram/Glossary	word			
Cancel		ᱵᱟᱛᱤᱞ	GATITOS	word			
cancer		ᱠᱮᱱᱥᱟᱨ	GATITOS	word			
Cantonese		ᱠᱟᱱᱴᱚᱱᱤᱡᱽ	Hembram/Glossary	word			
capable		ᱦᱭᱳᱟ-ᱜ	GATITOS	word		hyphen:1	
capacity		ᱫᱟᱹᱲᱮ	GATITOS	word			
capital		ᱥᱚᱫᱚᱨ	GATITOS	word			
Capiznon		ᱠᱟᱯᱤᱡᱽᱱᱚᱱ	Hembram/Glossary	word			
caption		ᱠᱮᱯᱥᱱ	GATITOS	word			
capture		ᱥᱟᱵᱹ	GATITOS	word			
car		ᱜᱟᱹᱰᱤ	GATITOS	word		repaired:1	
career		ᱠᱟᱹᱢᱤ ᱡᱚᱢ	GATITOS	word			
careful		ᱛᱷᱮᱭᱟᱱ	GATITOS	word			
carefully		ᱥᱟᱵᱛᱷᱟᱱ ᱛᱮ	GATITOS	word			
careless		ᱵᱮᱠᱷᱮᱭᱟᱞ	GATITOS	word			
Carian		ᱠᱟᱨᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
Carib		ᱠᱟᱨᱤᱵ	Hembram/Glossary	word			
caring		ᱠᱷᱮᱭᱟᱞ	GATITOS	word			
caror		ᱵᱚᱲᱚᱭ	Hembram/Glossary	word			
carore		ᱵᱚᱲᱚᱭ	Hembram/OpenDict	word	number		
carpenter		ᱠᱟᱨᱯᱟᱨᱴᱮᱱᱴ	GATITOS	word			
